5.1,3.5,1.4,0.2,Iris-setosa,1.6097904139660426,0.004337451033535866,0.9211175247077856,0.9332190226381825
4.9,3.0,1.4,0.2,Iris-setosa,1.0725471269490823,0.32142423385218494,1.4518145475585755,1.5699503783164097
4.7,3.2,1.3,0.2,Iris-setosa,1.4869640457999467,1.5309085256999118,1.399771884965174,0.21646972703156078
4.6,3.1,1.5,0.2,Iris-setosa,0.6902744344819814,0.5086995337057836,1.6399176238393418,0.1423178286846053
5.0,3.6,1.4,0.2,Iris-setosa,0.4049800037444156,1.1837900210171008,0.622264561353061,1.282196096557909
5.4,3.9,1.7,0.4,Iris-setosa,1.3790031188742369,0.5465634739246334,0.9335202358357184,0.553591249349103
4.6,3.4,1.4,0.3,Iris-setosa,0.35436620087878773,0.23112560663816836,0.143741668218482,0.04926612593357898
5.0,3.4,1.5,0.2,Iris-setosa,1.0737878316750715,0.6937249701945465,0.7330330311327918,0.08461829726379158
4.4,2.9,1.4,0.2,Iris-setosa,1.080537682756706,1.2065169416095798,1.659025256222371,0.817983785359067
4.9,3.1,1.5,0.1,Iris-setosa,0.04720927010617249,0.5842401540555224,0.05221233335123056,0.27121328334727135
5.4,3.7,1.5,0.2,Iris-setosa,0.42918620249704487,0.7270052885819775,1.045094077275027,0.04310115401907966
4.8,3.4,1.6,0.2,Iris-setosa,0.5524111507728217,0.975230380941037,0.16983882172533618,0.28062049855383786
4.8,3.0,1.4,0.1,Iris-setosa,0.45632283741797464,1.4917561083806443,0.9925752651544509,0.4335882292115401
4.3,3.0,1.1,0.1,Iris-setosa,0.3731174902045189,0.770600082016777,0.6009378444916313,0.7186754069826887
5.8,4.0,1.2,0.2,Iris-setosa,2.4512679138626616,1.8243050346917133,0.41049384805273054,0.382386109116612
5.7,4.4,1.5,0.4,Iris-setosa,0.10351379877986452,1.1766356454454232,2.2223811643238482,1.2920886717103754
5.4,3.9,1.3,0.4,Iris-setosa,1.3773678548072075,0.7850955934748073,0.2338382216788963,0.26552943572253795
5.1,3.5,1.4,0.3,Iris-setosa,2.016871416378657,0.8130643053234913,1.684759208991116,0.2273876033796889
